ndvi_4_month,ndvi_5_month,ndvi_6_month,ndvi_7_month,ndvi_8_month,elevation_contour,class,soil_name_Аллювиальные луговые тугайных лесов и кустарников,soil_name_Горно-долинные каштановые и темно-каштановые,"soil_name_Горно-долинные светло-каштановые, местами в сочетании с лугово-светло-каштановыми слабозасоленными",soil_name_Горные светло-каштановые,soil_name_Комплекс лугово-сероземных и сероземно-луговых солончаковатых (25-30%) и солонцеватых (25-30%),"soil_name_Комплекс сероземно-луговых и луговых (сазовых) солончаковатых (15-30%) и солонцеватых (15-30%), местами вторично засоленных",soil_name_Лугово-сероземные в сочетании с сероземами северными (малокарбонатными) обыкновенными,soil_name_Луговые и лугово-болотные,"soil_name_Сероземно-луговые, местами солончаковатые",soil_name_Сероземы северные (малокарбонатные) обыкновенные,soil_name_Сероземы северные (малокарбонатные) светлые вторично засоленные и заболоченные,"soil_name_Сероземы северные (малокарбонатные) светлые, местами слабо- и среднесолончаковатые",district_name_Chui district,district_name_Kemin district,district_name_Moskva district,district_name_Panfilov district,district_name_Sokuluk district,district_name_Yssyk-Ata district,district_name_Zhayil district,mean_ndvi,mean_z_score
-0.0047499999999999,0.0012499999999999,0.10625,0.1689999999999999,0.1405,677,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.08244999999999998,0.11114225371981538
-0.00925,-0.0119999999999999,0.0885,0.156,0.15225,664,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.07510000000000001,0.028335904184930392
-0.012,-0.0065,0.06475,0.153,0.14225,671,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0683,-0.05073362490891771
0.114,0.2515,0.07675,-0.0037499999999999,-0.0239999999999999,674,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.08290000000000003,0.0958020686525213
-0.01075,-0.00875,0.09175,0.18175,0.167,674,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.08420000000000001,0.11793910576804027
0.0087499999999999,0.025,0.0655,0.10775,0.15225,626,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.07184999999999998,-0.023514607953018296
-0.0025,0.015,0.06175,0.13075,0.17725,627,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.07644999999999999,0.014845715001630478
0.0005,0.01675,0.05525,0.1115,0.11325,634,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.05945,-0.1425967584513083
0.0865,0.2205,0.02075,0.02175,0.0019999999999999,629,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.07029999999999997,-0.0600751443822652
0.10725,0.24625,0.0599999999999999,0.0422499999999999,-0.0054999999999999,633,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.09004999999999998,0.1596356400290903
0.0055,0.17275,0.17775,0.0702499999999999,-0.0034999999999999,633,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.08455,0.1262359126188484
-0.0035,0.1105,0.1425,0.046,0.022,742,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0635,-0.08938184255669515
-0.00825,0.0185,0.14,0.15925,0.08525,738,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.07894999999999999,0.09434006726144846
-0.00525,0.01,0.12025,0.1415,0.16275,701,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.08585,0.1380208934891858
0.16925,0.20625,0.037,-0.02575,-0.02175,778,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.073,0.025797578110770325
-0.0212499999999999,0.00375,0.16225,0.17725,0.10075,760,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.08455000000000001,0.15591738072776162
-0.0105,0.20825,0.198,0.028,-0.022,756,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.08035,0.06939705399216338
-0.0089999999999999,0.21425,0.236,-0.022,-0.04125,756,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.07560000000000001,0.03463761625799342
0.0305,0.3105,0.17825,-0.0264999999999999,-0.0375,757,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.09105000000000002,0.14954909105085548
-0.0144999999999999,0.137,0.2075,0.0435,-0.0267499999999999,757,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.06935000000000004,-0.008558670175315041
0.09,0.20025,0.1265,0.0064999999999999,0.009,726,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.08644999999999999,0.1503339434558231
0.05275,0.21475,0.11225,0.0005,-0.02525,793,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.07100000000000001,-0.02834115835191906
-0.01275,0.0169999999999999,0.1015,0.179,0.108,671,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.07854999999999998,0.06933036984972492
-0.00125,0.092,0.11225,0.058,0.06325,672,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.06485,-0.08898331877908447
-0.0005,0.11075,0.13875,0.1085,0.06625,678,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.08474999999999999,0.11948473946069063
0.0102499999999999,0.25675,0.1389999999999999,0.0105,0.0234999999999999,687,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.08799999999999994,0.10112686638277331
0.04625,0.1055,0.1,0.04575,0.002,687,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.05990000000000001,-0.10756146874207247
0.01475,0.15775,0.168625,0.03125,-0.00375,713,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.07372500000000001,0.02046809455276668
-0.0159999999999999,0.0205,0.0305,0.06575,0.3185,886,6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.08385000000000002,0.021863350154230864
0.0695,0.04525,0.1009999999999999,0.1045,0.07675,770,5,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.07939999999999997,0.1119441389582865
0.07975,0.0475,0.03925,0.0795,0.083,1030,4,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.0658,-0.048906282691348495
-0.01925,0.013,0.0454999999999999,0.08425,0.22125,1078,6,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.06894999999999998,-0.09255187748070463
-0.0175,0.0197499999999999,0.07625,0.08725,0.18425,925,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.06999999999999998,-0.06123672532399351
-0.02575,0.018,0.0194999999999999,0.12875,0.2199999999999999,979,4,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.07209999999999997,-0.07133023317088431
-0.01475,0.01275,0.02875,0.09125,0.20125,982,4,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.06385,-0.1416735059686729
-0.0225,0.03075,0.06175,0.11875,0.2014999999999999,1077,2,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.07804999999999998,0.005795912379092716
-0.01925,0.03425,0.03875,0.078,0.21275,1077,2,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.0689,-0.10250408453170054
-0.0185,0.0525,0.15375,0.044,0.0699999999999999,1083,2,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.06034999999999998,-0.11521207114267196
0.03975,0.038,0.0329999999999999,0.0665,0.11725,1085,5,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.05889999999999997,-0.14978448975995212
