,red,date,class,id,class_name
6453,0.138,2022-08-01,4,260,Пшеница
6454,0.112,2022-10-05,4,260,Пшеница
6521,0.035,2022-04-03,4,253,Пшеница
6522,0.075,2022-05-08,4,253,Пшеница
6523,0.04,2022-06-07,4,253,Пшеница
6524,0.027,2022-07-02,4,253,Пшеница
6525,0.02,2022-08-01,4,253,Пшеница
6526,0.02,2022-10-05,4,253,Пшеница
6593,0.012,2022-04-03,3,250,Кукуруза
6594,0.048,2022-05-08,3,250,Кукуруза
6595,0.041,2022-06-07,3,250,Кукуруза
6596,0.029,2022-07-02,3,250,Кукуруза
6597,0.046,2022-08-01,3,250,Кукуруза
6598,0.027,2022-10-05,3,250,Кукуруза
6665,0.056,2022-04-03,3,255,Кукуруза
6666,0.113,2022-05-08,3,255,Кукуруза
6667,0.354,2022-06-07,3,255,Кукуруза
6668,0.391,2022-07-02,3,255,Кукуруза
6669,0.28800000000000003,2022-08-01,3,255,Кукуруза
6670,0.135,2022-10-05,3,255,Кукуруза
6737,0.056,2022-04-03,3,256,Кукуруза
6738,0.079,2022-05-08,3,256,Кукуруза
6739,0.166,2022-06-07,3,256,Кукуруза
6740,0.262,2022-07-02,3,256,Кукуруза
6741,0.327,2022-08-01,3,256,Кукуруза
6742,0.1,2022-10-05,3,256,Кукуруза
6809,0.039,2022-04-03,5,248,Свекла
6810,0.069,2022-05-08,5,248,Свекла
6811,0.249,2022-06-07,5,248,Свекла
6812,0.28800000000000003,2022-07-02,5,248,Свекла
6813,0.321,2022-08-01,5,248,Свекла
6814,0.13,2022-10-05,5,248,Свекла
6881,0.024,2022-04-03,3,261,Кукуруза
6882,0.042,2022-05-08,3,261,Кукуруза
6883,0.089,2022-06-07,3,261,Кукуруза
6884,0.185,2022-07-02,3,261,Кукуруза
6885,0.185,2022-08-01,3,261,Кукуруза
6886,0.056,2022-10-05,3,261,Кукуруза
6953,0.049,2022-04-03,3,220,Кукуруза
6954,0.07,2022-05-08,3,220,Кукуруза
6955,0.176,2022-06-07,3,220,Кукуруза
6956,0.322,2022-07-02,3,220,Кукуруза
6957,0.306,2022-08-01,3,220,Кукуруза
6958,0.055,2022-10-05,3,220,Кукуруза
7025,0.05,2022-04-03,3,221,Кукуруза
7026,0.063,2022-05-08,3,221,Кукуруза
7027,0.216,2022-06-07,3,221,Кукуруза
7028,0.367,2022-07-02,3,221,Кукуруза
7029,0.342,2022-08-01,3,221,Кукуруза
7030,0.038,2022-10-05,3,221,Кукуруза
7097,0.044,2022-04-03,5,209,Свекла
7098,0.063,2022-05-08,5,209,Свекла
7099,0.23600000000000002,2022-06-07,5,209,Свекла
7100,0.33,2022-07-02,5,209,Свекла
7101,0.28200000000000003,2022-08-01,5,209,Свекла
7102,0.068,2022-10-05,5,209,Свекла
7169,0.065,2022-04-03,3,216,Кукуруза
7170,0.078,2022-05-08,3,216,Кукуруза
7171,0.23700000000000002,2022-06-07,3,216,Кукуруза
7172,0.41300000000000003,2022-07-02,3,216,Кукуруза
7173,0.389,2022-08-01,3,216,Кукуруза
7174,0.052000000000000005,2022-10-05,3,216,Кукуруза
7241,0.032,2022-04-03,5,212,Свекла
7242,0.048,2022-05-08,5,212,Свекла
7243,0.20500000000000002,2022-06-07,5,212,Свекла
7244,0.312,2022-07-02,5,212,Свекла
7245,0.299,2022-08-01,5,212,Свекла
7246,0.23600000000000002,2022-10-05,5,212,Свекла
7313,0.062,2022-04-03,5,214,Свекла
7314,0.124,2022-05-08,5,214,Свекла
7315,0.302,2022-06-07,5,214,Свекла
7316,0.452,2022-07-02,5,214,Свекла
7317,0.428,2022-08-01,5,214,Свекла
7318,0.14400000000000002,2022-10-05,5,214,Свекла
7385,0.045,2022-04-03,4,242,Пшеница
7386,0.246,2022-05-08,4,242,Пшеница
7387,0.295,2022-06-07,4,242,Пшеница
7388,0.168,2022-07-02,4,242,Пшеница
7389,0.13,2022-08-01,4,242,Пшеница
7390,0.093,2022-10-05,4,242,Пшеница
7457,0.055,2022-04-03,5,243,Свекла
7458,0.10200000000000001,2022-05-08,5,243,Свекла
7459,0.465,2022-06-07,5,243,Свекла
7460,0.516,2022-07-02,5,243,Свекла
7461,0.506,2022-08-01,5,243,Свекла
7462,0.305,2022-10-05,5,243,Свекла
7529,0.043000000000000003,2022-04-03,2,244,Ячмень
7530,0.338,2022-05-08,2,244,Ячмень
7531,0.29,2022-06-07,2,244,Ячмень
7532,0.12,2022-07-02,2,244,Ячмень
7533,0.041,2022-08-01,2,244,Ячмень
7534,0.031,2022-10-05,2,244,Ячмень
7601,0.012,2022-04-03,4,232,Пшеница
7602,0.018000000000000002,2022-05-08,4,232,Пшеница
7603,0.03,2022-06-07,4,232,Пшеница
7604,0.015,2022-07-02,4,232,Пшеница
7605,0.01,2022-08-01,4,232,Пшеница
7606,0.008,2022-10-05,4,232,Пшеница
7673,0.048,2022-04-03,6,226,Люцерна
7674,0.153,2022-05-08,6,226,Люцерна
7675,0.145,2022-06-07,6,226,Люцерна
7676,0.054,2022-07-02,6,226,Люцерна
7677,0.042,2022-08-01,6,226,Люцерна
7678,0.037,2022-10-05,6,226,Люцерна
7745,0.013000000000000001,2022-04-03,6,228,Люцерна
7746,0.044,2022-05-08,6,228,Люцерна
7747,0.038,2022-06-07,6,228,Люцерна
7748,0.034,2022-07-02,6,228,Люцерна
7749,0.034,2022-08-01,6,228,Люцерна
7750,0.036000000000000004,2022-10-05,6,228,Люцерна
7817,0.008,2022-04-03,4,224,Пшеница
7818,0.043000000000000003,2022-05-08,4,224,Пшеница
7819,0.049,2022-06-07,4,224,Пшеница
7820,0.029,2022-07-02,4,224,Пшеница
7821,0.014,2022-08-01,4,224,Пшеница
7822,0.013000000000000001,2022-10-05,4,224,Пшеница
7889,0.064,2022-04-03,2,200,Ячмень
7890,0.199,2022-05-08,2,200,Ячмень
7891,0.491,2022-06-07,2,200,Ячмень
7892,0.28300000000000003,2022-07-02,2,200,Ячмень
7893,0.116,2022-08-01,2,200,Ячмень
7894,0.092,2022-10-05,2,200,Ячмень
7960,0.06,2022-04-03,2,199,Ячмень
7961,0.225,2022-05-08,2,199,Ячмень
7962,0.452,2022-06-07,2,199,Ячмень
7963,0.27,2022-07-02,2,199,Ячмень
7964,0.117,2022-08-01,2,199,Ячмень
7965,0.097,2022-10-05,2,199,Ячмень
8076,0.038,2022-04-03,5,180,Свекла
8077,0.069,2022-05-08,5,180,Свекла
8078,0.128,2022-06-07,5,180,Свекла
8079,0.247,2022-07-02,5,180,Свекла
8080,0.254,2022-08-01,5,180,Свекла
8081,0.17400000000000002,2022-10-05,5,180,Свекла
8241,0.012,2022-04-03,5,170,Свекла
8242,0.02,2022-05-08,5,170,Свекла
8243,0.054,2022-06-07,5,170,Свекла
8244,0.094,2022-07-02,5,170,Свекла
8245,0.1,2022-08-01,5,170,Свекла
8246,0.074,2022-10-05,5,170,Свекла
8312,0.088,2022-04-03,4,162,Пшеница
